# Constructed from biom file
#OTU ID	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
12fe040a5a501317c8df824ebda3621c	0.0	0.0	0.0	23.0	85194.0	48403.0
c4b370215eba390323bb84ae8932f79f	3.0	0.0	8787.0	3842.0	4059.0	4442.0
303e16f2de276b1cd0f77051e584467e	0.0	0.0	5053.0	2479.0	27.0	0.0
cbdcfa3e06ba5bb4ad9a79466c6e5a43	0.0	0.0	0.0	0.0	3101.0	1610.0
a81426bfb76628614445c3e7ff6e3b69	0.0	0.0	1079.0	555.0	0.0	0.0
e61be19022dd5e70c227d9d5afb9ee60	102.0	115.0	134.0	0.0	19.0	33.0
4dbe00789c1c536c5b3334fa0269e9ff	0.0	0.0	0.0	0.0	57.0	64.0
2dc3a60bc2f6a5e3e532da9f73e554fa	0.0	0.0	0.0	0.0	13.0	97.0
a4e5c10795ac172dfa7885f64af8a381	0.0	0.0	65.0	0.0	0.0	0.0
67b5cfdace389776e8aa0b0506e77adc	0.0	0.0	0.0	0.0	22.0	39.0
078b7628dd0d5ce8c942d490794f1f6b	0.0	0.0	0.0	0.0	0.0	56.0
4c6c5159d53a5568f303aa4c19a32f4b	0.0	0.0	0.0	0.0	45.0	0.0
a9bf2a93813500174109a183d2a17beb	0.0	0.0	0.0	0.0	0.0	33.0
8a4b6859cea87edba3db2b8317658e70	0.0	0.0	0.0	0.0	29.0	0.0
e3d40f9e9033598993e2101548de621d	0.0	0.0	0.0	0.0	28.0	0.0
67d7f122fcb4e644fa8bbefb3cd57a71	0.0	0.0	15.0	8.0	0.0	0.0
d27c76b08bce6ed1e3e32182666ce6de	0.0	0.0	0.0	0.0	20.0	0.0
89bd21149fc4e9ff8721d481d6020505	0.0	27.0	0.0	0.0	0.0	0.0
a4961cdf9be2ba306ed91803ece03409	15.0	0.0	0.0	0.0	0.0	0.0
966052aae53b66c9617d80237aeeed8a	10.0	0.0	0.0	15.0	0.0	0.0
8adce1d6621160a2af734a787885a122	0.0	0.0	0.0	0.0	12.0	0.0
a0d481d7b47c90c17407495aef8f140c	0.0	0.0	9.0	0.0	0.0	0.0
720247eaa57dbe079491f8ae223fe55a	0.0	4.0	0.0	0.0	0.0	0.0
